"FROM_LINK","TO_LINK","START_DATE","END_DATE","STATUS"
5784,3624,"01/01/2020","12/31/9999","A"
3243,3624,"01/01/2020","12/31/9999","A"
5783,4765,"01/01/2020","12/31/9999","A"
5714,3622,"01/01/2020","12/31/9999","A"
5504,3334,"01/01/2020","12/31/9999","A"
5783,3232,"01/01/2020","12/31/9999","A"
3243,5134,"01/01/2020","12/31/9999","A"
5783,3624,"01/01/2020","12/31/9999","A"
5783,3227,"01/01/2020","12/31/9999","A"
5714,2842,"01/01/2020","12/31/9999","A"
3243,4763,"01/01/2020","12/31/9999","A"
5784,5503,"01/01/2020","12/31/9999","A"
5714,3625,"01/01/2020","12/31/9999","A"
3243,3621,"01/01/2020","12/31/9999","A"
4760,5564,"01/01/2020","12/31/9999","A"
5779,4767,"01/01/2020","12/31/9999","A"
3243,2839,"01/01/2020","12/31/9999","A"
4764,6511,"01/01/2020","12/31/9999","A"
5784,5134,"01/01/2020","12/31/9999","A"
4363,5783,"01/01/2020","12/31/9999","A"
5783,3621,"01/01/2020","12/31/9999","A"
5714,3629,"01/01/2020","12/31/9999","A"
5783,3622,"01/01/2020","12/31/9999","A"
5714,3226,"01/01/2020","12/31/9999","A"
5783,3225,"01/01/2020","12/31/9999","A"
5783,4761,"01/01/2020","12/31/9999","A"
4787,4836,"01/01/2020","12/31/9999","A"
5711,3653,"01/01/2020","12/31/9999","A"
5781,3264,"01/01/2020","12/31/9999","A"
4378,4020,"01/01/2020","12/31/9999","A"
5050,3265,"01/01/2020","12/31/9999","A"
5781,3265,"01/01/2020","12/31/9999","A"
5855,5532,"01/01/2020","12/31/9999","A"
5765,4565,"01/01/2020","12/31/9999","A"
5736,5716,"01/01/2020","12/31/9999","A"
5716,4790,"01/01/2020","12/31/9999","A"
5855,5154,"01/01/2020","12/31/9999","A"
5855,5153,"01/01/2020","12/31/9999","A"
5701,5531,"01/01/2020","12/31/9999","A"
5531,4818,"01/01/2020","12/31/9999","A"
5765,5816,"01/01/2020","12/31/9999","A"
5816,4380,"01/01/2020","12/31/9999","A"
5765,5702,"01/01/2020","12/31/9999","A"
5767,5766,"01/01/2020","12/31/9999","A"
5766,5169,"01/01/2020","12/31/9999","A"
2929,4978,"01/01/2020","12/31/9999","A"
5765,2857,"01/01/2020","12/31/9999","A"
5767,5531,"01/01/2020","12/31/9999","A"
5832,2872,"01/01/2020","12/31/9999","A"
5765,5520,"01/01/2020","12/31/9999","A"
5855,5716,"01/01/2020","12/31/9999","A"
5716,4030,"01/01/2020","12/31/9999","A"
5832,3643,"01/01/2020","12/31/9999","A"
5702,4797,"01/01/2020","12/31/9999","A"
5765,5832,"01/01/2020","12/31/9999","A"
5832,4027,"01/01/2020","12/31/9999","A"
5765,5716,"01/01/2020","12/31/9999","A"
5716,4032,"01/01/2020","12/31/9999","A"
5833,5181,"01/01/2020","12/31/9999","A"
5716,4368,"01/01/2020","12/31/9999","A"
5716,5832,"01/01/2020","12/31/9999","A"
5832,4022,"01/01/2020","12/31/9999","A"
5765,5766,"01/01/2020","12/31/9999","A"
5766,3267,"01/01/2020","12/31/9999","A"
5702,3668,"01/01/2020","12/31/9999","A"
5855,5247,"01/01/2020","12/31/9999","A"
5855,2871,"01/01/2020","12/31/9999","A"
5702,5172,"01/01/2020","12/31/9999","A"
5765,2858,"01/01/2020","12/31/9999","A"
5702,2873,"01/01/2020","12/31/9999","A"
5765,5152,"01/01/2020","12/31/9999","A"
5765,5701,"01/01/2020","12/31/9999","A"
5701,6482,"01/01/2020","12/31/9999","A"
5855,3663,"01/01/2020","12/31/9999","A"
5701,5176,"01/01/2020","12/31/9999","A"
6579,5701,"01/01/2020","12/31/9999","A"
5855,3662,"01/01/2020","12/31/9999","A"
6579,5833,"01/01/2020","12/31/9999","A"
5833,4791,"01/01/2020","12/31/9999","A"
5833,2869,"01/01/2020","12/31/9999","A"
5716,3670,"01/01/2020","12/31/9999","A"
5776,5765,"01/01/2020","12/31/9999","A"
5765,3271,"01/01/2020","12/31/9999","A"
5767,5832,"01/01/2020","12/31/9999","A"
5832,3248,"01/01/2020","12/31/9999","A"
5716,4802,"01/01/2020","12/31/9999","A"
5737,5832,"01/01/2020","12/31/9999","A"
5832,6484,"01/01/2020","12/31/9999","A"
5701,5530,"01/01/2020","12/31/9999","A"
5855,4017,"01/01/2020","12/31/9999","A"
5702,3643,"01/01/2020","12/31/9999","A"
5765,4105,"01/01/2020","12/31/9999","A"
6579,5832,"01/01/2020","12/31/9999","A"
5765,5184,"01/01/2020","12/31/9999","A"
5765,5833,"01/01/2020","12/31/9999","A"
5776,5833,"01/01/2020","12/31/9999","A"
5833,3665,"01/01/2020","12/31/9999","A"
5716,5766,"01/01/2020","12/31/9999","A"
5766,5170,"01/01/2020","12/31/9999","A"
5832,5702,"01/01/2020","12/31/9999","A"
5701,6485,"01/01/2020","12/31/9999","A"
5765,4792,"01/01/2020","12/31/9999","A"
5701,5535,"01/01/2020","12/31/9999","A"
5701,4384,"01/01/2020","12/31/9999","A"
5855,4026,"01/01/2020","12/31/9999","A"
4810,5833,"01/01/2020","12/31/9999","A"
5701,6480,"01/01/2020","12/31/9999","A"
5765,4385,"01/01/2020","12/31/9999","A"
5716,3671,"01/01/2020","12/31/9999","A"
5835,5716,"01/01/2020","12/31/9999","A"
5855,2856,"01/01/2020","12/31/9999","A"
5855,4025,"01/01/2020","12/31/9999","A"
5832,4028,"01/01/2020","12/31/9999","A"
5855,5533,"01/01/2020","12/31/9999","A"
5737,5765,"01/01/2020","12/31/9999","A"
5765,3249,"01/01/2020","12/31/9999","A"
5855,5766,"01/01/2020","12/31/9999","A"
5766,3657,"01/01/2020","12/31/9999","A"
5835,5531,"01/01/2020","12/31/9999","A"
5833,5182,"01/01/2020","12/31/9999","A"
5712,6799,"01/01/2020","12/31/9999","A"
5740,5712,"01/01/2020","12/31/9999","A"
3725,5712,"01/01/2020","12/31/9999","A"
4680,4923,"01/01/2020","12/31/9999","A"
5105,3608,"01/01/2020","12/31/9999","A"
6789,6788,"01/01/2020","12/31/9999","A"
6788,5826,"01/01/2020","12/31/9999","A"
6788,5757,"01/01/2020","12/31/9999","A"
6788,5731,"01/01/2020","12/31/9999","A"
6788,5811,"01/01/2020","12/31/9999","A"
5758,2772,"01/01/2020","12/31/9999","A"
5758,3980,"01/01/2020","12/31/9999","A"
5758,3204,"01/01/2020","12/31/9999","A"
5758,3147,"01/01/2020","12/31/9999","A"
5758,3599,"01/01/2020","12/31/9999","A"
5827,3512,"01/01/2020","12/31/9999","A"
5559,3915,"01/01/2020","12/31/9999","A"
5559,4274,"01/01/2020","12/31/9999","A"
5559,3557,"01/01/2020","12/31/9999","A"
5559,5069,"01/01/2020","12/31/9999","A"
5559,3536,"01/01/2020","12/31/9999","A"
5559,4675,"01/01/2020","12/31/9999","A"
5559,3140,"01/01/2020","12/31/9999","A"
5559,4679,"01/01/2020","12/31/9999","A"
2758,4915,"01/01/2020","12/31/9999","A"
3134,3764,"01/01/2020","12/31/9999","A"
5559,4665,"01/01/2020","12/31/9999","A"
3924,3765,"01/01/2020","12/31/9999","A"
3547,5627,"01/01/2020","12/31/9999","A"
5559,4259,"01/01/2020","12/31/9999","A"
2752,4138,"01/01/2020","12/31/9999","A"
4283,5294,"01/01/2020","12/31/9999","A"
2767,5637,"01/01/2020","12/31/9999","A"
5055,4472,"01/01/2020","12/31/9999","A"
5855,5758,"01/01/2020","12/31/9999","A"
4888,3649,"01/01/2020","12/31/9999","A"
2946,4353,"01/01/2020","12/31/9999","A"
5774,3508,"01/01/2020","12/31/9999","A"
4263,6722,"01/01/2020","12/31/9999","A"
5832,6810,"01/01/2020","12/31/9999","A"
3617,3212,"01/01/2020","12/31/9999","A"
5852,2824,"01/01/2020","12/31/9999","A"
6816,5857,"01/01/2020","12/31/9999","A"
5742,5804,"01/01/2020","12/31/9999","A"
4396,5765,"01/01/2020","12/31/9999","A"
5779,3512,"01/01/2020","12/31/9999","A"
5691,4889,"01/01/2020","12/31/9999","A"
5440,5436,"01/01/2020","12/31/9999","A"
6826,5784,"01/01/2020","12/31/9999","A"
6826,5714,"01/01/2020","12/31/9999","A"
6826,5783,"01/01/2020","12/31/9999","A"
6825,5714,"01/01/2020","12/31/9999","A"
6825,5783,"01/01/2020","12/31/9999","A"
6823,5700,"01/01/2020","12/31/9999","A"
6824,5831,"01/01/2020","12/31/9999","A"
5833,6481,"01/01/2020","12/31/9999","A"
5736,5766,"01/01/2020","12/31/9999","A"
5736,5767,"01/01/2020","12/31/9999","A"
5767,5534,"01/01/2020","12/31/9999","A"
4810,5766,"01/01/2020","12/31/9999","A"
5835,5702,"01/01/2020","12/31/9999","A"
5716,3659,"01/01/2020","12/31/9999","A"
5736,5765,"01/01/2020","12/31/9999","A"
5716,4800,"01/01/2020","12/31/9999","A"
5701,4796,"01/01/2020","12/31/9999","A"
5767,5833,"01/01/2020","12/31/9999","A"
5855,3708,"01/01/2020","12/31/9999","A"
5702,2872,"01/01/2020","12/31/9999","A"
5716,4389,"01/01/2020","12/31/9999","A"
5737,5701,"01/01/2020","12/31/9999","A"
5855,5155,"01/01/2020","12/31/9999","A"
5835,5765,"01/01/2020","12/31/9999","A"
5835,5833,"01/01/2020","12/31/9999","A"
5832,3667,"01/01/2020","12/31/9999","A"
5765,3268,"01/01/2020","12/31/9999","A"
5765,5173,"01/01/2020","12/31/9999","A"
5736,5701,"01/01/2020","12/31/9999","A"
4810,5716,"01/01/2020","12/31/9999","A"
5832,4777,"01/01/2020","12/31/9999","A"
5765,2859,"01/01/2020","12/31/9999","A"
5716,4794,"01/01/2020","12/31/9999","A"
5701,5179,"01/01/2020","12/31/9999","A"
5776,5702,"01/01/2020","12/31/9999","A"
5855,4793,"01/01/2020","12/31/9999","A"
5855,3660,"01/01/2020","12/31/9999","A"
4810,2889,"01/01/2020","12/31/9999","A"
2889,5832,"01/01/2020","12/31/9999","A"
5766,5171,"01/01/2020","12/31/9999","A"
5855,5832,"01/01/2020","12/31/9999","A"
5832,6487,"01/01/2020","12/31/9999","A"
5716,4024,"01/01/2020","12/31/9999","A"
5855,5833,"01/01/2020","12/31/9999","A"
5716,4031,"01/01/2020","12/31/9999","A"
5765,2870,"01/01/2020","12/31/9999","A"
5832,5528,"01/01/2020","12/31/9999","A"
5716,2855,"01/01/2020","12/31/9999","A"
5835,5701,"01/01/2020","12/31/9999","A"
5855,3250,"01/01/2020","12/31/9999","A"
5855,4023,"01/01/2020","12/31/9999","A"
5736,2860,"01/01/2020","12/31/9999","A"
5737,6485,"01/01/2020","12/31/9999","A"
5833,3661,"01/01/2020","12/31/9999","A"
5737,5766,"01/01/2020","12/31/9999","A"
5737,5716,"01/01/2020","12/31/9999","A"
5835,5766,"01/01/2020","12/31/9999","A"
5702,3669,"01/01/2020","12/31/9999","A"
6579,5766,"01/01/2020","12/31/9999","A"
5702,6517,"01/01/2020","12/31/9999","A"
5775,3664,"01/01/2020","12/31/9999","A"
5716,5765,"01/01/2020","12/31/9999","A"
5702,3270,"01/01/2020","12/31/9999","A"
5767,5716,"01/01/2020","12/31/9999","A"
5832,5701,"01/01/2020","12/31/9999","A"
5765,5531,"01/01/2020","12/31/9999","A"
5855,4565,"01/01/2020","12/31/9999","A"
5832,4381,"01/01/2020","12/31/9999","A"
5832,4798,"01/01/2020","12/31/9999","A"
5736,4105,"01/01/2020","12/31/9999","A"
5767,6485,"01/01/2020","12/31/9999","A"
5832,6482,"01/01/2020","12/31/9999","A"
5702,5521,"01/01/2020","12/31/9999","A"
5835,6485,"01/01/2020","12/31/9999","A"
4796,5205,"01/01/2020","12/31/9999","A"
5832,5535,"01/01/2020","12/31/9999","A"
5765,3251,"01/01/2020","12/31/9999","A"
5776,5701,"01/01/2020","12/31/9999","A"
5716,3644,"01/01/2020","12/31/9999","A"
5832,5531,"01/01/2020","12/31/9999","A"
5716,5182,"01/01/2020","12/31/9999","A"
5736,6485,"01/01/2020","12/31/9999","A"
5765,4779,"01/01/2020","12/31/9999","A"
5776,5766,"01/01/2020","12/31/9999","A"
5702,2860,"01/01/2020","12/31/9999","A"
5765,4369,"01/01/2020","12/31/9999","A"
5765,3252,"01/01/2020","12/31/9999","A"
5702,4777,"01/01/2020","12/31/9999","A"
5775,4380,"01/01/2020","12/31/9999","A"
5776,5531,"01/01/2020","12/31/9999","A"
5832,6485,"01/01/2020","12/31/9999","A"
5765,5767,"01/01/2020","12/31/9999","A"
3275,4055,"01/01/2020","12/31/9999","A"
4055,5766,"01/01/2020","12/31/9999","A"
5855,6485,"01/01/2020","12/31/9999","A"
5177,4821,"01/01/2020","12/31/9999","A"
5776,6485,"01/01/2020","12/31/9999","A"
5776,4105,"01/01/2020","12/31/9999","A"
5766,5702,"01/01/2020","12/31/9999","A"
5835,4857,"01/01/2020","12/31/9999","A"
5766,5832,"01/01/2020","12/31/9999","A"
5835,4778,"01/01/2020","12/31/9999","A"
5835,5767,"01/01/2020","12/31/9999","A"
5856,3276,"01/01/2020","12/31/9999","A"
5834,4399,"01/01/2020","12/31/9999","A"
5856,4813,"01/01/2020","12/31/9999","A"
5693,5542,"01/01/2020","12/31/9999","A"
5856,4042,"01/01/2020","12/31/9999","A"
4042,2899,"01/01/2020","12/31/9999","A"
5856,4398,"01/01/2020","12/31/9999","A"
5834,2877,"01/01/2020","12/31/9999","A"
5731,4043,"01/01/2020","12/31/9999","A"
5856,4814,"01/01/2020","12/31/9999","A"
5693,4043,"01/01/2020","12/31/9999","A"
5834,5856,"01/01/2020","12/31/9999","A"
5856,5192,"01/01/2020","12/31/9999","A"
5856,5541,"01/01/2020","12/31/9999","A"
5856,4812,"01/01/2020","12/31/9999","A"
5541,4858,"01/01/2020","12/31/9999","A"
4402,5856,"01/01/2020","12/31/9999","A"
5826,3677,"01/01/2020","12/31/9999","A"
5731,5542,"01/01/2020","12/31/9999","A"
5834,4813,"01/01/2020","12/31/9999","A"
4812,4418,"01/01/2020","12/31/9999","A"
5191,5558,"01/01/2020","12/31/9999","A"
4814,4831,"01/01/2020","12/31/9999","A"
4813,5189,"01/01/2020","12/31/9999","A"
4399,5213,"01/01/2020","12/31/9999","A"
4041,2878,"01/01/2020","12/31/9999","A"
4043,4044,"01/01/2020","12/31/9999","A"
5192,4047,"01/01/2020","12/31/9999","A"
3276,4401,"01/01/2020","12/31/9999","A"
5834,3276,"01/01/2020","12/31/9999","A"
5542,4039,"01/01/2020","12/31/9999","A"
4972,5388,"01/01/2020","12/31/9999","A"
3214,3212,"01/01/2020","12/31/9999","A"
5828,2831,"01/01/2020","12/31/9999","A"
5802,5694,"01/01/2020","12/31/9999","A"
5772,5694,"01/01/2020","12/31/9999","A"
5749,5694,"01/01/2020","12/31/9999","A"
4845,3280,"01/01/2020","12/31/9999","A"
5754,5810,"01/01/2020","12/31/9999","A"
4448,5810,"01/01/2020","12/31/9999","A"
5854,5853,"01/01/2020","12/31/9999","A"
5854,5812,"01/01/2020","12/31/9999","A"
5848,5853,"01/01/2020","12/31/9999","A"
5749,5853,"01/01/2020","12/31/9999","A"
5732,5853,"01/01/2020","12/31/9999","A"
5772,5853,"01/01/2020","12/31/9999","A"
5827,5828,"01/01/2020","12/31/9999","A"
5688,5694,"01/01/2020","12/31/9999","A"
5853,5694,"01/01/2020","12/31/9999","A"
5688,4082,"01/01/2020","12/31/9999","A"
4082,5694,"01/01/2020","12/31/9999","A"
5718,5779,"01/01/2020","12/31/9999","A"
5779,5847,"01/01/2020","12/31/9999","A"
6618,6622,"01/01/2020","12/31/9999","A"
5689,5826,"01/01/2020","12/31/9999","A"
5688,5811,"01/01/2020","12/31/9999","A"
5689,5731,"01/01/2020","12/31/9999","A"
5688,5731,"01/01/2020","12/31/9999","A"
5688,5757,"01/01/2020","12/31/9999","A"
5689,5757,"01/01/2020","12/31/9999","A"
5688,5693,"01/01/2020","12/31/9999","A"
5688,5826,"01/01/2020","12/31/9999","A"
5689,5693,"01/01/2020","12/31/9999","A"
5688,5856,"01/01/2020","12/31/9999","A"
5856,5441,"01/01/2020","12/31/9999","A"
5688,5070,"01/01/2020","12/31/9999","A"
5689,5856,"01/01/2020","12/31/9999","A"
5689,3143,"01/01/2020","12/31/9999","A"
5688,5758,"01/01/2020","12/31/9999","A"
5688,5091,"01/01/2020","12/31/9999","A"
5853,5758,"01/01/2020","12/31/9999","A"
5688,5812,"01/01/2020","12/31/9999","A"
5688,5813,"01/01/2020","12/31/9999","A"
5689,5812,"01/01/2020","12/31/9999","A"
5688,5853,"01/01/2020","12/31/9999","A"
4082,5814,"01/01/2020","12/31/9999","A"
5688,5481,"01/01/2020","12/31/9999","A"
5688,3568,"01/01/2020","12/31/9999","A"
4082,5758,"01/01/2020","12/31/9999","A"
5688,3593,"01/01/2020","12/31/9999","A"
5688,2790,"01/01/2020","12/31/9999","A"
5688,5814,"01/01/2020","12/31/9999","A"
5688,3571,"01/01/2020","12/31/9999","A"
4082,5812,"01/01/2020","12/31/9999","A"
4082,5091,"01/01/2020","12/31/9999","A"
5688,3569,"01/01/2020","12/31/9999","A"
4082,5813,"01/01/2020","12/31/9999","A"
5688,3596,"01/01/2020","12/31/9999","A"
5688,3592,"01/01/2020","12/31/9999","A"
4082,3569,"01/01/2020","12/31/9999","A"
4082,3568,"01/01/2020","12/31/9999","A"
4082,3592,"01/01/2020","12/31/9999","A"
4082,2790,"01/01/2020","12/31/9999","A"
4082,5481,"01/01/2020","12/31/9999","A"
4082,3172,"01/01/2020","12/31/9999","A"
5844,5553,"01/01/2020","12/31/9999","A"
3001,4241,"01/01/2020","12/31/9999","A"
5804,3324,"01/01/2020","12/31/9999","A"
3324,5790,"01/01/2020","12/31/9999","A"
5829,5749,"01/01/2020","12/31/9999","A"
5854,4996,"01/01/2020","12/31/9999","A"
5732,2669,"01/01/2020","12/31/9999","A"
5732,4996,"01/01/2020","12/31/9999","A"
6516,4234,"01/01/2020","12/31/9999","A"
5763,2906,"01/01/2020","12/31/9999","A"
5424,4907,"01/01/2020","12/31/9999","A"
5209,4647,"01/01/2020","12/31/9999","A"
2835,5734,"01/01/2020","12/31/9999","A"
5734,3986,"01/01/2020","12/31/9999","A"
5749,3575,"01/01/2020","12/31/9999","A"
3337,6665,"01/01/2020","12/31/9999","A"
4200,4588,"01/01/2020","12/31/9999","A"
5718,5566,"01/01/2020","12/31/9999","A"
5718,4630,"01/01/2020","12/31/9999","A"
6759,3512,"01/01/2020","12/31/9999","A"
5765,6742,"01/01/2020","12/31/9999","A"
5787,6750,"01/01/2020","12/31/9999","A"
5787,6749,"01/01/2020","12/31/9999","A"
5853,6750,"01/01/2020","12/31/9999","A"
5853,6749,"01/01/2020","12/31/9999","A"
3243,6692,"01/01/2020","12/31/9999","A"
5784,6692,"01/01/2020","12/31/9999","A"
5832,6743,"01/01/2020","12/31/9999","A"
5702,6743,"01/01/2020","12/31/9999","A"
5791,6678,"01/01/2020","12/31/9999","A"
4347,6653,"01/01/2020","12/31/9999","A"
6756,5714,"01/01/2020","12/31/9999","A"
5688,6774,"01/01/2020","12/31/9999","A"
6774,3649,"01/01/2020","12/31/9999","A"
6756,5784,"01/01/2020","12/31/9999","A"
6756,5783,"01/01/2020","12/31/9999","A"
4405,6787,"01/01/2020","12/31/9999","A"
5209,2731,"01/01/2020","12/31/9999","A"
5758,3973,"01/01/2020","12/31/9999","A"
6682,2662,"01/01/2020","12/31/9999","A"
5848,6755,"01/01/2020","12/31/9999","A"
5704,6686,"01/01/2020","12/31/9999","A"
5704,5712,"01/01/2020","12/31/9999","A"
5761,5749,"01/01/2020","12/31/9999","A"
5761,5846,"01/01/2020","12/31/9999","A"
5742,6698,"01/01/2020","12/31/9999","A"
5694,5117,"01/01/2020","12/31/9999","A"
5694,4327,"01/01/2020","12/31/9999","A"
5830,6783,"01/01/2020","12/31/9999","A"
5700,5831,"01/01/2020","12/31/9999","A"
5714,5134,"01/01/2020","12/31/9999","A"
5714,4760,"01/01/2020","12/31/9999","A"
5510,5784,"01/01/2020","12/31/9999","A"
5714,4765,"01/01/2020","12/31/9999","A"
5784,4351,"01/01/2020","12/31/9999","A"
5209,3686,"01/01/2020","12/31/9999","A"
5714,6692,"01/01/2020","12/31/9999","A"
4363,5714,"01/01/2020","12/31/9999","A"
5714,5503,"01/01/2020","12/31/9999","A"
5704,6703,"01/01/2020","12/31/9999","A"
5811,6786,"01/01/2020","12/31/9999","A"
5209,6601,"01/01/2020","12/31/9999","A"
5713,5831,"01/01/2020","12/31/9999","A"
5209,4245,"01/01/2020","12/31/9999","A"
5802,5391,"01/01/2020","12/31/9999","A"
5749,5391,"01/01/2020","12/31/9999","A"
5688,6775,"01/01/2020","12/31/9999","A"
5688,6779,"01/01/2020","12/31/9999","A"
5693,2792,"01/01/2020","12/31/9999","A"
5693,3175,"01/01/2020","12/31/9999","A"
6498,2889,"01/01/2020","12/31/9999","A"
5758,3989,"01/01/2020","12/31/9999","A"
5759,5094,"01/01/2020","12/31/9999","A"
5848,3593,"01/01/2020","12/31/9999","A"
3540,5848,"01/01/2020","12/31/9999","A"
5802,6796,"01/01/2020","12/31/9999","A"
5846,6796,"01/01/2020","12/31/9999","A"
5688,6757,"01/01/2020","12/31/9999","A"
6757,2732,"01/01/2020","12/31/9999","A"
5827,6760,"01/01/2020","12/31/9999","A"
5827,6761,"01/01/2020","12/31/9999","A"
6785,6784,"01/01/2020","12/31/9999","A"
6784,5688,"01/01/2020","12/31/9999","A"
5847,6535,"01/01/2020","12/31/9999","A"
5857,5856,"01/01/2020","12/31/9999","A"
5848,5856,"01/01/2020","12/31/9999","A"
5429,5848,"01/01/2020","12/31/9999","A"
5755,5856,"01/01/2020","12/31/9999","A"
5688,6781,"01/01/2020","12/31/9999","A"
5847,5404,"01/01/2020","12/31/9999","A"
5848,5791,"01/01/2020","12/31/9999","A"
5791,3465,"01/01/2020","12/31/9999","A"
5209,5791,"01/01/2020","12/31/9999","A"
5857,5791,"01/01/2020","12/31/9999","A"
5791,3460,"01/01/2020","12/31/9999","A"
5791,2662,"01/01/2020","12/31/9999","A"
5791,3853,"01/01/2020","12/31/9999","A"
5743,5791,"01/01/2020","12/31/9999","A"
5742,5791,"01/01/2020","12/31/9999","A"
5688,5791,"01/01/2020","12/31/9999","A"
4810,6806,"01/01/2020","12/31/9999","A"
6579,6806,"01/01/2020","12/31/9999","A"
3203,3349,"01/01/2020","12/31/9999","A"
6638,6734,"01/01/2020","12/31/9999","A"
5054,4495,"01/01/2020","12/31/9999","A"
5438,2969,"01/01/2020","12/31/9999","A"
4268,3761,"01/01/2020","12/31/9999","A"
4671,5626,"01/01/2020","12/31/9999","A"
3132,2970,"01/01/2020","12/31/9999","A"
5837,5791,"01/01/2020","12/31/9999","A"
5708,3471,"01/01/2020","12/31/9999","A"
5758,4594,"01/01/2020","12/31/9999","A"
4592,3073,"01/01/2020","12/31/9999","A"
3073,5749,"01/01/2020","12/31/9999","A"
5767,3252,"01/01/2020","12/31/9999","A"
5804,4645,"01/01/2020","12/31/9999","A"
2759,3730,"01/01/2020","12/31/9999","A"
5441,3722,"01/01/2020","12/31/9999","A"
5069,3935,"01/01/2020","12/31/9999","A"
3915,3729,"01/01/2020","12/31/9999","A"
4272,4443,"01/01/2020","12/31/9999","A"
3589,5583,"01/01/2020","12/31/9999","A"
3174,2975,"01/01/2020","12/31/9999","A"
4107,6769,"01/01/2020","12/31/9999","A"
2788,3770,"01/01/2020","12/31/9999","A"
5484,5258,"01/01/2020","12/31/9999","A"
3931,3769,"01/01/2020","12/31/9999","A"
5828,3995,"01/01/2020","12/31/9999","A"
5831,3633,"01/01/2020","12/31/9999","A"
5804,6695,"01/01/2020","12/31/9999","A"
5812,6797,"01/01/2020","12/31/9999","A"
4315,5439,"01/01/2020","12/31/9999","A"
4315,5069,"01/01/2020","12/31/9999","A"
3515,5775,"01/01/2020","12/31/9999","A"
5767,6806,"01/01/2020","12/31/9999","A"
5759,2796,"01/01/2020","12/31/9999","A"
5702,6810,"01/01/2020","12/31/9999","A"
6806,3661,"01/01/2020","12/31/9999","A"
5833,5530,"01/01/2020","12/31/9999","A"
5833,4384,"01/01/2020","12/31/9999","A"
5833,5535,"01/01/2020","12/31/9999","A"
5833,4796,"01/01/2020","12/31/9999","A"
5833,5179,"01/01/2020","12/31/9999","A"
5833,6482,"01/01/2020","12/31/9999","A"
5833,5176,"01/01/2020","12/31/9999","A"
5833,5180,"01/01/2020","12/31/9999","A"
6806,5177,"01/01/2020","12/31/9999","A"
5833,5531,"01/01/2020","12/31/9999","A"
5833,6485,"01/01/2020","12/31/9999","A"
6806,2869,"01/01/2020","12/31/9999","A"
6806,6481,"01/01/2020","12/31/9999","A"
6806,5529,"01/01/2020","12/31/9999","A"
5832,6806,"01/01/2020","12/31/9999","A"
6806,5181,"01/01/2020","12/31/9999","A"
6806,4791,"01/01/2020","12/31/9999","A"
6806,4386,"01/01/2020","12/31/9999","A"
2661,4459,"01/01/2020","12/31/9999","A"
3525,3278,"01/01/2020","12/31/9999","A"
5775,5401,"01/01/2020","12/31/9999","A"
5775,2698,"01/01/2020","12/31/9999","A"
5750,5401,"01/01/2020","12/31/9999","A"
3622,5601,"01/01/2020","12/31/9999","A"
5827,6811,"01/01/2020","12/31/9999","A"
5828,5852,"01/01/2020","12/31/9999","A"
5743,2666,"01/01/2020","12/31/9999","A"
5848,2666,"01/01/2020","12/31/9999","A"
5843,2666,"01/01/2020","12/31/9999","A"
5758,3576,"01/01/2020","12/31/9999","A"
5843,3060,"01/01/2020","12/31/9999","A"
5743,3060,"01/01/2020","12/31/9999","A"
5209,3060,"01/01/2020","12/31/9999","A"
5712,6800,"01/01/2020","12/31/9999","A"
6800,6804,"01/01/2020","12/31/9999","A"
5826,3923,"01/01/2020","12/31/9999","A"
5713,2831,"01/01/2020","12/31/9999","A"
5713,3512,"01/01/2020","12/31/9999","A"
5853,5848,"01/01/2020","12/31/9999","A"
4315,4675,"01/01/2020","12/31/9999","A"
3337,5786,"01/01/2020","12/31/9999","A"
5779,5773,"01/01/2020","12/31/9999","A"
5803,6798,"01/01/2020","12/31/9999","A"
4783,5700,"01/01/2020","12/31/9999","A"
4774,4781,"01/01/2020","12/31/9999","A"
4019,2846,"01/01/2020","12/31/9999","A"
6469,5831,"01/01/2020","12/31/9999","A"
5713,2863,"01/01/2020","12/31/9999","A"
3836,5351,"01/01/2020","12/31/9999","A"
5831,3718,"01/01/2020","12/31/9999","A"
4019,5138,"01/01/2020","12/31/9999","A"
5831,3241,"01/01/2020","12/31/9999","A"
5831,3253,"01/01/2020","12/31/9999","A"
5763,3636,"01/01/2020","12/31/9999","A"
4006,3310,"01/01/2020","12/31/9999","A"
5783,5524,"01/01/2020","12/31/9999","A"
4019,4358,"01/01/2020","12/31/9999","A"
5831,3235,"01/01/2020","12/31/9999","A"
5228,2922,"01/01/2020","12/31/9999","A"
4019,2847,"01/01/2020","12/31/9999","A"
5763,5156,"01/01/2020","12/31/9999","A"
5699,3638,"01/01/2020","12/31/9999","A"
4019,4373,"01/01/2020","12/31/9999","A"
4373,4854,"01/01/2020","12/31/9999","A"
2848,5161,"01/01/2020","12/31/9999","A"
4005,4076,"01/01/2020","12/31/9999","A"
5831,4005,"01/01/2020","12/31/9999","A"
5831,5512,"01/01/2020","12/31/9999","A"
4019,4771,"01/01/2020","12/31/9999","A"
4771,4077,"01/01/2020","12/31/9999","A"
5831,5140,"01/01/2020","12/31/9999","A"
6518,6527,"01/01/2020","12/31/9999","A"
4773,2884,"01/01/2020","12/31/9999","A"
5831,4771,"01/01/2020","12/31/9999","A"
5831,3634,"01/01/2020","12/31/9999","A"
5163,4771,"01/01/2020","12/31/9999","A"
5763,5158,"01/01/2020","12/31/9999","A"
